Username,Comment,Comment_Date,Likes,Comment_Length,Has_Typo,Slang_Presence,Sentiment,Comment_DayOfWeek,Comment_Month,Comment_Season,Words_per_Comment,Avg_Word_Length,Engagement_rate,Sentiment_Score
vickie05,Neither good nor bad about website navigation.,2025-02-10,366,7,0,0,Neutral,Monday,February,Winter,7,5.714285714285714,52.285714285714285,0.0
cynthia11,Not what I expected from delivery experience.,2024-12-13,220,7,0,0,Sad,Friday,December,Winter,7,5.571428571428571,31.428571428571427,-1.0
jesushenson,Terrible billing issues handling.,2024-04-16,360,4,0,0,Angry,Tuesday,April,Spring,4,7.5,90.0,-2.0
cindy18,Wonderful experience regarding pricing.,2024-03-16,238,4,0,0,Happy,Saturday,March,Spring,4,9.0,59.5,1.0
brownfrank,Very satisfied with the payment process!,2023-07-30,474,6,0,0,Happy,Sunday,July,Summer,6,5.833333333333333,79.0,1.0
ashley26,Exceptional website navigation experience.,2023-12-31,335,4,0,0,Happy,Sunday,December,Winter,4,9.75,83.75,1.0
paulrussell,Neither good nor bad about support team.,2024-11-12,299,7,0,0,Neutral,Tuesday,November,Fall,7,4.857142857142857,42.714285714285715,0.0
eric76,Not what I expected from website navigation.,2023-07-22,273,7,0,0,Sad,Saturday,July,Summer,7,5.428571428571429,39.0,-1.0
sarahhardy,Wonderful experience regarding delivery experience.,2024-07-20,38,5,0,0,Happy,Saturday,July,Summer,5,9.4,7.6,1.0
obrewer,Can't believe how bad the app usability was.,2024-01-31,330,8,0,0,Angry,Wednesday,January,Winter,8,4.625,41.25,-2.0
williamsashley,I am extremely happy with the app usability.,2024-12-22,315,8,0,0,Happy,Sunday,December,Winter,8,4.625,39.375,1.0
nielsengrace,Loved the delivery experience!,2025-02-20,223,4,0,0,Happy,Thursday,February,Winter,4,6.75,55.75,1.0
haguilar,Overall pleased with the customer service.,2023-05-02,181,6,0,0,Pleased,Tuesday,May,Summer,6,6.166666666666667,30.166666666666668,
nancy60,Overall pleased with the payment process.,2023-05-15,473,6,0,0,Pleased,Monday,May,Summer,6,6.0,78.83333333333333,
alexander73,I feel sad about the response time.,2025-02-16,180,7,0,0,Sad,Sunday,February,Winter,7,4.142857142857143,25.714285714285715,-1.0
shannon59,"The billing issues was okay, nothing special.",2024-06-04,248,7,0,0,Neutral,Tuesday,June,Summer,7,5.571428571428571,35.42857142857143,0.0
owatson,Not what I expected from product quality.,2024-01-05,54,7,1,0,Sad,Friday,January,Winter,7,5.0,7.714285714285714,-1.0
danielle93,Neither good nor bad about product availability.,2024-01-23,108,7,1,0,Neutral,Tuesday,January,Winter,7,6.0,15.428571428571429,0.0
arielsmith,Average experience with the response time.,2024-10-17,156,6,0,0,Neutral,Thursday,October,Rainy,6,6.166666666666667,26.0,0.0
ymoore,Not what I expected from delivery experience.,2023-10-27,483,7,0,0,Sad,Friday,October,Rainy,7,5.571428571428571,69.0,-1.0
romanheather,A neutral feeling towards the return policy.,2025-02-22,105,7,0,0,Neutral,Saturday,February,Winter,7,5.428571428571429,15.0,0.0
richard43,Average experience with the billing issues.,2023-07-12,146,6,0,0,Neutral,Wednesday,July,Summer,6,6.333333333333333,24.333333333333332,0.0
cbruce,"The billing issues was okay, nothing special.",2023-08-10,95,7,0,0,Neutral,Thursday,August,Rainy,7,5.571428571428571,13.571428571428571,0.0
andreariggs,I am extremely happy with the customer service.,2024-08-19,282,8,0,0,Happy,Monday,August,Rainy,8,5.0,35.25,1.0
ericnguyen,The customer care was satisfactory.,2024-12-07,268,5,0,1,Neutral,Saturday,December,Winter,5,6.2,53.6,0.0
jenniferrussell,Overall pleased with the product availability.,2025-02-05,156,6,1,0,Pleased,Wednesday,February,Winter,6,6.833333333333333,26.0,
ejohns,The product quality met my expectations.,2023-05-20,480,6,0,0,Pleased,Saturday,May,Summer,6,5.833333333333333,80.0,
jmaxwell,A neutral feeling towards the payment process.,2024-03-04,221,7,0,1,Neutral,Monday,March,Spring,7,5.714285714285714,31.571428571428573,0.0
jenniferhenderson,The product availability met my expectations.,2023-05-02,172,6,0,0,Pleased,Tuesday,May,Summer,6,6.666666666666667,28.666666666666668,
leslie23,Average experience with the pricing.,2024-02-21,442,5,0,0,Neutral,Wednesday,February,Winter,5,6.4,88.4,0.0
hluna,I feel sad about the customer service.,2024-04-24,95,7,0,1,Sad,Wednesday,April,Spring,7,4.571428571428571,13.571428571428571,-1.0
fevans,Very satisfied with the support team!,2023-08-08,354,6,0,0,Happy,Tuesday,August,Rainy,6,5.333333333333333,59.0,1.0
alexanderdiaz,Overall pleased with the support team.,2025-04-13,33,6,0,0,Pleased,Sunday,April,Spring,6,5.5,5.5,
patriciasmith,I'm disappointed with the billing issues.,2023-07-03,461,6,0,0,Sad,Monday,July,Summer,6,6.0,76.83333333333333,-1.0
brayrachel,Loved the response time!,2024-05-04,496,4,1,0,Happy,Saturday,May,Summer,4,5.25,124.0,1.0
sanchezvicki,Absolutely furious about the customer service!,2025-04-19,211,6,0,0,Angry,Saturday,April,Spring,6,6.833333333333333,35.166666666666664,-2.0
phernandez,Regretful experience regarding website navigation.,2024-07-03,284,5,1,1,Sad,Wednesday,July,Summer,5,9.2,56.8,-1.0
greenechristina,Average experience with the billing issues.,2024-01-27,77,6,0,0,Neutral,Saturday,January,Winter,6,6.333333333333333,12.833333333333334,0.0
sarah30,I feel sad about the payment process.,2024-06-29,489,7,0,0,Sad,Saturday,June,Summer,7,4.428571428571429,69.85714285714286,-1.0
fsims,Loved the delivery experience!,2025-03-12,14,4,0,1,Happy,Wednesday,March,Spring,4,6.75,3.5,1.0
nicholas14,Regretful experience regarding product quality.,2024-07-19,64,5,0,0,Sad,Friday,July,Summer,5,8.6,12.8,-1.0
lambnicholas,Exceptional product availability experience.,2024-09-09,455,4,0,0,Happy,Monday,September,Rainy,4,10.25,113.75,1.0
adamross,Really angry with the product availability.,2025-04-21,383,6,0,0,Angry,Monday,April,Spring,6,6.333333333333333,63.833333333333336,-2.0
scottjennifer,Terrible website navigation handling.,2023-10-17,82,4,0,0,Angry,Tuesday,October,Rainy,4,8.5,20.5,-2.0
allison78,A neutral feeling towards the order tracking.,2024-02-25,241,7,0,0,Neutral,Sunday,February,Winter,7,5.571428571428571,34.42857142857143,0.0
robert78,A neutral feeling towards the payment process.,2024-05-22,9,7,0,0,Neutral,Wednesday,May,Summer,7,5.714285714285714,1.2857142857142858,0.0
taylormiguel,Neither good nor bad about order tracking.,2023-07-27,304,7,0,0,Neutral,Thursday,July,Summer,7,5.142857142857143,43.42857142857143,0.0
ybaldwin,I feel sad about the return policy.,2023-09-12,414,7,0,0,Sad,Tuesday,September,Rainy,7,4.142857142857143,59.142857142857146,-1.0
alvarezmary,I feel sad about the return policy.,2024-05-17,321,7,0,0,Sad,Friday,May,Summer,7,4.142857142857143,45.857142857142854,-1.0
willischristopher,Absolutely furious about the customer service!,2025-01-19,493,6,1,0,Angry,Sunday,January,Winter,6,6.833333333333333,82.16666666666667,-2.0
austindixon,Very satisfied with the delivery experience!,2024-12-16,105,6,0,0,Happy,Monday,December,Winter,6,6.5,17.5,1.0
lmorales,I feel sad about the order tracking.,2024-03-23,230,7,0,0,Sad,Saturday,March,Spring,7,4.285714285714286,32.857142857142854,-1.0
carterpatricia,Absolutely furious about the payment process!,2023-06-24,17,6,0,0,Angry,Saturday,June,Summer,6,6.666666666666667,2.8333333333333335,-2.0
lmccall,I'm quite pleased with the app usability.,2023-08-07,365,7,0,0,Pleased,Monday,August,Rainy,7,5.0,52.142857142857146,
scott63,Really angry with the payment process.,2024-05-26,172,6,0,0,Angry,Sunday,May,Summer,6,5.5,28.666666666666668,-2.0
douglas94,Can't believe how bad the customer care was.,2024-02-01,431,8,0,0,Angry,Thursday,February,Winter,8,4.625,53.875,-2.0
elizabeth04,Terrible customer care handling.,2023-12-22,267,4,1,0,Angry,Friday,December,Winter,4,7.25,66.75,-2.0
andre84,Terrible delivery experience handling.,2023-10-06,65,4,0,0,Angry,Friday,October,Rainy,4,8.75,16.25,-2.0
brownmichael,Average experience with the app usability.,2024-12-30,207,6,0,0,Neutral,Monday,December,Winter,6,6.166666666666667,34.5,0.0
martinezmichelle,Neither good nor bad about product quality.,2023-05-01,174,7,0,0,Neutral,Monday,May,Summer,7,5.285714285714286,24.857142857142858,0.0
caitlyn92,Loved the technical support!,2024-09-23,387,4,0,0,Happy,Monday,September,Rainy,4,6.25,96.75,1.0
smurphy,The response time was satisfactory.,2023-05-24,141,5,1,1,Neutral,Wednesday,May,Summer,5,6.2,28.2,0.0
angela28,Neither good nor bad about customer care.,2024-08-27,281,7,0,0,Neutral,Tuesday,August,Rainy,7,5.0,40.142857142857146,0.0
pricejennifer,Very satisfied with the product quality!,2025-01-08,471,6,0,0,Happy,Wednesday,January,Winter,6,5.833333333333333,78.5,1.0
tony44,Worst payment process ever.,2024-11-19,54,4,0,0,Angry,Tuesday,November,Fall,4,6.0,13.5,-2.0
karen31,Worst response time ever.,2024-09-19,258,4,0,0,Angry,Thursday,September,Rainy,4,5.5,64.5,-2.0
reynoldskristi,Loved the app usability!,2024-04-02,150,4,1,0,Happy,Tuesday,April,Spring,4,5.25,37.5,1.0
alex43,Very upsetting return policy experience.,2024-04-07,164,5,0,0,Sad,Sunday,April,Spring,5,7.2,32.8,-1.0
kgalloway,Really angry with the product quality.,2024-07-24,195,6,0,1,Angry,Wednesday,July,Summer,6,5.5,32.5,-2.0
mendozacarlos,Neither good nor bad about technical support.,2025-04-24,254,7,1,0,Neutral,Thursday,April,Spring,7,5.571428571428571,36.285714285714285,0.0
znichols,Can't believe how bad the payment process was.,2025-01-25,254,8,0,0,Angry,Saturday,January,Winter,8,4.875,31.75,-2.0
melody38,Regretful experience regarding product availability.,2024-02-01,266,5,0,0,Sad,Thursday,February,Winter,5,9.6,53.2,-1.0
gmiranda,Pretty good website navigation experience.,2023-12-11,482,5,1,1,Pleased,Monday,December,Winter,5,7.6,96.4,
davenportpamela,Overall pleased with the payment process.,2024-07-24,408,6,0,0,Pleased,Wednesday,July,Summer,6,6.0,68.0,
audreymccoy,The delivery experience met my expectations.,2023-11-05,196,6,0,0,Pleased,Sunday,November,Fall,6,6.5,32.666666666666664,
hlee,Exceptional payment process experience.,2024-06-12,168,4,0,0,Happy,Wednesday,June,Summer,4,9.0,42.0,1.0
amandadavis,Exceptional delivery experience experience.,2024-12-22,328,4,0,0,Happy,Sunday,December,Winter,4,10.0,82.0,1.0
joshua38,Very satisfied with the customer care!,2023-12-09,488,6,0,0,Happy,Saturday,December,Winter,6,5.5,81.33333333333333,1.0
shannon04,Absolutely furious about the app usability!,2023-10-09,161,6,0,0,Angry,Monday,October,Rainy,6,6.333333333333333,26.833333333333332,-2.0
carrpatricia,Loved the website navigation!,2023-05-25,224,4,0,0,Happy,Thursday,May,Summer,4,6.5,56.0,1.0
hgutierrez,Can't believe how bad the customer care was.,2023-10-19,312,8,0,0,Angry,Thursday,October,Rainy,8,4.625,39.0,-2.0
maurice94,I feel sad about the product quality.,2023-10-09,233,7,0,0,Sad,Monday,October,Rainy,7,4.428571428571429,33.285714285714285,-1.0
kimberlycooke,Overall pleased with the website navigation.,2024-10-11,134,6,0,0,Pleased,Friday,October,Rainy,6,6.5,22.333333333333332,
robert86,Wonderful experience regarding billing issues.,2023-12-17,81,5,0,0,Happy,Sunday,December,Winter,5,8.4,16.2,1.0
kclark,The response time was satisfactory.,2023-06-26,246,5,0,0,Neutral,Monday,June,Summer,5,6.2,49.2,0.0
cody31,Average experience with the technical support.,2025-01-01,223,6,0,0,Neutral,Wednesday,January,Winter,6,6.833333333333333,37.166666666666664,0.0
destiny64,Can't believe how bad the customer care was.,2025-04-17,213,8,0,0,Angry,Thursday,April,Spring,8,4.625,26.625,-2.0
sfigueroa,Loved the product availability!,2024-01-03,226,4,0,0,Happy,Wednesday,January,Winter,4,7.0,56.5,1.0
nhayden,Terrible order tracking handling.,2024-03-30,497,4,0,0,Angry,Saturday,March,Spring,4,7.5,124.25,-2.0
michaelharrison,Nice job on the website navigation!,2023-10-20,230,6,0,0,Pleased,Friday,October,Rainy,6,5.0,38.333333333333336,
ashley72,Absolutely furious about the support team!,2023-05-27,367,6,0,0,Angry,Saturday,May,Summer,6,6.166666666666667,61.166666666666664,-2.0
fosterzoe,Loved the technical support!,2023-05-26,266,4,0,0,Happy,Friday,May,Summer,4,6.25,66.5,1.0
michellesmith,Absolutely furious about the customer service!,2024-05-11,183,6,1,0,Angry,Saturday,May,Summer,6,6.833333333333333,30.5,-2.0
seanbrown,Absolutely furious about the response time!,2024-11-03,443,6,0,0,Angry,Sunday,November,Fall,6,6.333333333333333,73.83333333333333,-2.0
kimberly78,Really angry with the customer care.,2025-01-31,107,6,0,0,Angry,Friday,January,Winter,6,5.166666666666667,17.833333333333332,-2.0
robert52,Really angry with the customer service.,2024-05-11,371,6,0,0,Angry,Saturday,May,Summer,6,5.666666666666667,61.833333333333336,-2.0
bryantcory,Very satisfied with the app usability!,2023-12-26,329,6,0,0,Happy,Tuesday,December,Winter,6,5.5,54.833333333333336,1.0
anthony07,Very satisfied with the customer care!,2024-03-05,404,6,0,0,Happy,Tuesday,March,Spring,6,5.5,67.33333333333333,1.0
ggarrison,Loved the payment process!,2025-03-21,391,4,0,0,Happy,Friday,March,Spring,4,5.75,97.75,1.0
leetyler,A neutral feeling towards the website navigation.,2023-10-05,112,7,1,0,Neutral,Thursday,October,Rainy,7,6.142857142857143,16.0,0.0
cynthialopez,Average experience with the order tracking.,2023-08-31,84,6,0,0,Neutral,Thursday,August,Rainy,6,6.333333333333333,14.0,0.0
cjordan,Nice job on the product quality!,2024-12-03,456,6,0,0,Pleased,Tuesday,December,Winter,6,4.5,76.0,
daniel53,I am extremely happy with the technical support.,2025-03-19,75,8,1,0,Happy,Wednesday,March,Spring,8,5.125,9.375,1.0
claudiayoung,Nice job on the customer care!,2024-01-01,176,6,0,0,Pleased,Monday,January,Winter,6,4.166666666666667,29.333333333333332,
ehart,I feel sad about the product availability.,2024-02-18,107,7,0,0,Sad,Sunday,February,Winter,7,5.142857142857143,15.285714285714286,-1.0
ricardowoods,"The app usability was okay, nothing special.",2024-05-26,384,7,0,0,Neutral,Sunday,May,Summer,7,5.428571428571429,54.857142857142854,0.0
salazarmanuel,I'm disappointed with the billing issues.,2024-07-25,421,6,0,0,Sad,Thursday,July,Summer,6,6.0,70.16666666666667,-1.0
adrian04,The app usability met my expectations.,2023-06-10,495,6,0,0,Pleased,Saturday,June,Summer,6,5.5,82.5,
timothywilliams,I am extremely happy with the customer service.,2024-06-13,330,8,0,0,Happy,Thursday,June,Summer,8,5.0,41.25,1.0
noah34,Loved the customer care!,2025-01-22,119,4,0,0,Happy,Wednesday,January,Winter,4,5.25,29.75,1.0
iwilliams,Neither good nor bad about app usability.,2024-10-16,451,7,0,0,Neutral,Wednesday,October,Rainy,7,5.0,64.42857142857143,0.0
katelynlawson,Neither good nor bad about product quality.,2024-12-26,412,7,0,0,Neutral,Thursday,December,Winter,7,5.285714285714286,58.857142857142854,0.0
welchmegan,Regretful experience regarding app usability.,2024-08-09,57,5,0,0,Sad,Friday,August,Rainy,5,8.2,11.4,-1.0
lauramccarty,I am extremely happy with the pricing.,2024-06-10,196,7,0,0,Happy,Monday,June,Summer,7,4.571428571428571,28.0,1.0
mibarra,I'm disappointed with the website navigation.,2024-07-02,67,6,0,0,Sad,Tuesday,July,Summer,6,6.666666666666667,11.166666666666666,-1.0
laura17,"The product quality was okay, nothing special.",2024-10-14,17,7,0,0,Neutral,Monday,October,Rainy,7,5.714285714285714,2.4285714285714284,0.0
danielle34,Absolutely furious about the product availability!,2024-04-21,111,6,0,0,Angry,Sunday,April,Spring,6,7.5,18.5,-2.0
ithomas,Not what I expected from return policy.,2024-06-15,29,7,0,0,Sad,Saturday,June,Summer,7,4.714285714285714,4.142857142857143,-1.0
grayryan,Wonderful experience regarding billing issues.,2023-12-12,180,5,0,0,Happy,Tuesday,December,Winter,5,8.4,36.0,1.0
carrie28,Regretful experience regarding customer service.,2023-12-25,21,5,0,0,Sad,Monday,December,Winter,5,8.8,4.2,-1.0
kristensmith,Nice job on the payment process!,2023-06-24,379,6,0,0,Pleased,Saturday,June,Summer,6,4.5,63.166666666666664,
stephanierubio,Not what I expected from app usability.,2024-11-05,374,7,0,0,Sad,Tuesday,November,Fall,7,4.714285714285714,53.42857142857143,-1.0
tranethan,Really angry with the delivery experience.,2024-09-06,140,6,0,0,Angry,Friday,September,Rainy,6,6.166666666666667,23.333333333333332,-2.0
marissa96,Regretful experience regarding delivery experience.,2025-01-26,82,5,0,0,Sad,Sunday,January,Winter,5,9.4,16.4,-1.0
larrytaylor,I am extremely happy with the technical support.,2023-12-19,424,8,0,0,Happy,Tuesday,December,Winter,8,5.125,53.0,1.0
elizabethboyd,The delivery experience was satisfactory.,2023-05-09,445,5,0,0,Neutral,Tuesday,May,Summer,5,7.4,89.0,0.0
lisacompton,Neither good nor bad about app usability.,2024-04-13,254,7,0,0,Neutral,Saturday,April,Spring,7,5.0,36.285714285714285,0.0
wesleywhite,Neither good nor bad about billing issues.,2023-11-28,331,7,1,0,Neutral,Tuesday,November,Fall,7,5.142857142857143,47.285714285714285,0.0
richardsjose,Worst support team ever.,2023-06-27,390,4,1,0,Angry,Tuesday,June,Summer,4,5.25,97.5,-2.0
paulbell,I'm quite pleased with the billing issues.,2024-01-05,488,7,0,0,Pleased,Friday,January,Winter,7,5.142857142857143,69.71428571428571,
scottcaroline,Exceptional product availability experience.,2024-02-20,115,4,0,0,Happy,Tuesday,February,Winter,4,10.25,28.75,1.0
medinapeter,Loved the product availability!,2023-07-10,176,4,0,0,Happy,Monday,July,Summer,4,7.0,44.0,1.0
vmacdonald,Pretty good response time experience.,2024-01-26,302,5,0,0,Pleased,Friday,January,Winter,5,6.6,60.4,
calderondavid,The payment process was satisfactory.,2023-10-28,200,5,0,0,Neutral,Saturday,October,Rainy,5,6.6,40.0,0.0
john65,Not what I expected from order tracking.,2023-11-26,272,7,0,0,Sad,Sunday,November,Fall,7,4.857142857142857,38.857142857142854,-1.0
edward57,Pretty good response time experience.,2024-10-24,458,5,0,0,Pleased,Thursday,October,Rainy,5,6.6,91.6,
robert07,Can't believe how bad the billing issues was.,2024-05-24,327,8,0,0,Angry,Friday,May,Summer,8,4.75,40.875,-2.0
browntara,Loved the order tracking!,2025-04-27,249,4,0,0,Happy,Sunday,April,Spring,4,5.5,62.25,1.0
hartzachary,The pricing met my expectations.,2023-10-02,275,5,0,0,Pleased,Monday,October,Rainy,5,5.6,55.0,
hphillips,Regretful experience regarding pricing.,2025-03-26,191,4,1,0,Sad,Wednesday,March,Spring,4,9.0,47.75,-1.0
gwatts,I feel sad about the pricing.,2024-05-08,322,6,0,0,Sad,Wednesday,May,Summer,6,4.0,53.666666666666664,-1.0
thomasvillarreal,The customer care was satisfactory.,2023-08-28,475,5,0,0,Neutral,Monday,August,Rainy,5,6.2,95.0,0.0
tonysmith,"The customer service was okay, nothing special.",2025-01-16,153,7,0,0,Neutral,Thursday,January,Winter,7,5.857142857142857,21.857142857142858,0.0
sheltongabriel,Terrible product quality handling.,2024-03-23,37,4,1,0,Angry,Saturday,March,Spring,4,7.75,9.25,-2.0
carlos56,Neither good nor bad about payment process.,2025-04-15,72,7,0,0,Neutral,Tuesday,April,Spring,7,5.285714285714286,10.285714285714286,0.0
